2025-07-18 17:09:07,139 - INFO - Logging initialized. Log file at: logs/20250718_170907_sars-cov-2_06_run_recombinhunt.log
2025-07-18 17:09:07,140 - INFO - --- Starting Step 6: Run RecombinHunt for 'sars-cov-2' ---
2025-07-18 17:09:07,157 - INFO - Loading RecombinHunt environment from: environments/sars-cov-2/dist0size0
2025-07-18 17:09:23,431 - INFO - Loading lineage totals from 'samples/sars-cov-2/dist0size0/samples_total.json'
2025-07-18 17:09:23,433 - INFO - Found 132 sample files in 'samples/sars-cov-2/dist0size0'.
2025-07-18 17:12:30,347 - INFO -   Lineage 'XEQ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:33,152 - INFO -   Lineage 'XBV', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:37,013 - INFO -   Lineage 'XCM', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:40,230 - INFO -   Lineage 'XFG', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:42,966 - INFO -   Lineage 'XEG', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:46,919 - INFO -   Lineage 'XEL', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:49,673 - INFO -   Lineage 'XBD', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:53,534 - INFO -   Lineage 'XFH', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:56,361 - INFO -   Lineage 'XEK', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:12:59,095 - INFO -   Lineage 'XCK', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:02,307 - INFO -   Lineage 'XQ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:05,435 - INFO -   Lineage 'XDL', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:08,638 - INFO -   Lineage 'XAB', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:11,778 - INFO -   Lineage 'XH', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:14,918 - INFO -   Lineage 'XBM', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:19,057 - INFO -   Lineage 'XFL', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:19,070 - ERROR -   Error on one sample in lineage XFL: 
Traceback (most recent call last):
  File "/home/topcuoglu/openrecombinhunt/src/06_recombinhunt/run_recombinhunt.py", line 155, in run_recombinhunt_for_lineage
    assert set(nuc_change_data_list).issubset(set(experiment_environment.c2lp_df.index))
AssertionError
2025-07-18 17:13:19,073 - INFO -   Lineage 'XFB', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:22,576 - INFO -   Lineage 'XEC', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:25,445 - INFO -   Lineage 'XA', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:28,670 - INFO -   Lineage 'XCT', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:31,552 - INFO -   Lineage 'XU', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:34,844 - INFO -   Lineage 'XBU', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:38,859 - INFO -   Lineage 'XBZ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:42,230 - INFO -   Lineage 'XFC', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:45,093 - INFO -   Lineage 'XCC', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:48,404 - INFO -   Lineage 'XDG', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:51,671 - INFO -   Lineage 'XFM', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:54,586 - INFO -   Lineage 'XCE', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:13:57,951 - INFO -   Lineage 'XDC', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:01,192 - INFO -   Lineage 'XCY', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:05,388 - INFO -   Lineage 'XR', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:08,632 - INFO -   Lineage 'XAH', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:12,661 - INFO -   Lineage 'XCW', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:15,967 - INFO -   Lineage 'XN', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:18,983 - INFO -   Lineage 'XE', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:22,247 - INFO -   Lineage 'XFA', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:26,371 - INFO -   Lineage 'XZ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:30,202 - INFO -   Lineage 'XBK', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:32,907 - INFO -   Lineage 'XDE', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:36,105 - INFO -   Lineage 'XEN', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:38,858 - INFO -   Lineage 'XDS', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:42,099 - INFO -   Lineage 'XDA', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:44,808 - INFO -   Lineage 'XEV', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:48,619 - INFO -   Lineage 'XBR', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:52,581 - INFO -   Lineage 'XY', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:55,712 - INFO -   Lineage 'XAD', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:14:59,636 - INFO -   Lineage 'XEU', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:03,660 - INFO -   Lineage 'XEW', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:06,558 - INFO -   Lineage 'XBQ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:09,883 - INFO -   Lineage 'XAY', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:13,215 - INFO -   Lineage 'XAV', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:16,081 - INFO -   Lineage 'XEH', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:18,887 - INFO -   Lineage 'XAN', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:22,106 - INFO -   Lineage 'XBB', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:24,829 - INFO -   Lineage 'XET', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:27,662 - INFO -   Lineage 'XBJ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:30,386 - INFO -   Lineage 'XEY', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:34,212 - INFO -   Lineage 'XEM', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:37,032 - INFO -   Lineage 'XDD', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:39,773 - INFO -   Lineage 'XEP', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:42,576 - INFO -   Lineage 'XBS', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:45,722 - INFO -   Lineage 'XBW', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:49,586 - INFO -   Lineage 'XJ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:52,723 - INFO -   Lineage 'XCH', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:55,499 - INFO -   Lineage 'XDB', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:15:58,943 - INFO -   Lineage 'XED', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:01,682 - INFO -   Lineage 'XDT', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:04,899 - INFO -   Lineage 'XFN', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:08,055 - INFO -   Lineage 'XDR', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:11,262 - INFO -   Lineage 'XBP', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:14,394 - INFO -   Lineage 'XEF', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:17,195 - INFO -   Lineage 'XAE', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:20,395 - INFO -   Lineage 'XDJ', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:24,382 - INFO -   Lineage 'XCR', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:27,598 - INFO -   Lineage 'XCG', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:30,793 - INFO -   Lineage 'XDM', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:33,994 - INFO -   Lineage 'XDP', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:36,821 - INFO -   Lineage 'XB', Mode 'consensus': Processing 1 consensus sequence.
2025-07-18 17:16:39,559 - INFO - Text report saved to: results/recombinhunt_output/sars-cov-2/dist0size0/experiment-output.consensus-0.75.txt
2025-07-18 17:16:39,559 - INFO - HTML report saved to: results/recombinhunt_output/sars-cov-2/dist0size0/experiment-detail.consensus-0.75.html
2025-07-18 17:16:39,570 - INFO - RecombinHunt experiment step finished successfully.
